file,bank,offset_start,offset_end,sha1,sha256
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",1C,0x070000,0x073FFF,ef6a86911a346e202c3a180ff4f376e13a590972,693364c19de88fe0044b4757c790dce0a182ab3336f964c4e73227e7a8f6956c
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",1D,0x074000,0x077FFF,67815554da087e1129e16ba369348e365b33da50,effad1736d21fecf453f749845d5724577c0f4d3edc4e5b317cd75bb1c15a3a4
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",1E,0x078000,0x07BFFF,48af43ba8782a67364f10e686ac79fa54e1afb32,dfd918b0de189e33c000f001a8495c12f8e4f803cd4b6e2784930c926f643e1d
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",1F,0x07C000,0x07FFFF,b42fad01373c0ac759b78f738e0f5dbeb1984f8f,0a5a021989f1a30eadee1233cb9780261af82d46cff98ae2b8f49e28765c8885
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",20,0x080000,0x083FFF,70f5deb41463196850f48b40b5abfb73f7d77c74,3ddb4610a153c593a8f75d15f1ccdcf66baaae2f0d49b7c28edb8867fc712d14
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",21,0x084000,0x087FFF,f5b7fc7c0ebbb1273d8e4bf7139554fbfbaee945,11f3f8b8246cdaee26dec4becbbd0fecd49bd91f304ad91dc7292cd6e57bc173
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",22,0x088000,0x08BFFF,aea5695ed3feb651b6e0e4be2db91f7b5d4fefc0,0ae1d376ba7cdd39e799b9547662f12ec97822a9f542d7ca084250a30b3ba288
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",23,0x08C000,0x08FFFF,b383ef3b379addd94260d7fecaf2f07d0481f4e9,301ab56621cddb753f6c3110f4e0c3fc39fe65a04c57bfee777b2ccb2d466bfa
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",24,0x090000,0x093FFF,514f38957a9a3dd624283a8ea95246b7eb671edf,f4c876b6bc809de91f811f624133066e5ff3986814161f832980ab87f89369ba
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",25,0x094000,0x097FFF,5aa43e94937c8f44ad4f32f2ba406440e3cdcca6,350222381798d9840e03ad4a5cc6ad9178caa79a2bae490be15f8fcb7505e699
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",26,0x098000,0x09BFFF,2a8101ae6956c7fbd0c424d20e018e99ffde158f,f6b6f7fd8b709292fc93b4ccd13e6d691dd81cd8dbf763ce2cdb0def076bbefc
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",27,0x09C000,0x09FFFF,85218e42077884c662a82190e7dfc37aff52904f,0307856e6085406f8b21c964b948bc767c6ecae204141a52ae901ff6a5327220
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",28,0x0A0000,0x0A3FFF,533dcbb39001ec732873c889df17cf2d04ca4f36,e3d0832402651e54eafcb6437e19f738afb31efa1c7f83d3b56db71ce783563b
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",29,0x0A4000,0x0A7FFF,c705f9c027307755d13a7f8411c95ea11835feaf,2748dab941d5559def179d2470cd69c0df8429edf4cb1b5ceacaf998bdcd8f00
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",2A,0x0A8000,0x0ABFFF,1a7e39fee5d9b8029045dcb807eeb63f717a40f8,30ab37885ed260cf032e4e29d6984f953231f9c5a92a5a107c08f668f15607a5
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",2B,0x0AC000,0x0AFFFF,a9965d84d7e03bcf467d90912bb0150178deab80,65ed07ffcb2ead27b3cfa10ab832ac1d43e57f5114ad2c213464652bcbf049cc
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",2C,0x0B0000,0x0B3FFF,ef9429bfefb02cfac0e04046d6df0966df3906f9,e1b81fb4dffa8705f7a16f79e6781534ddc7d7a75e32ec13335b007e74f11067
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",2D,0x0B4000,0x0B7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",2E,0x0B8000,0x0BBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",2F,0x0BC000,0x0BFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",30,0x0C0000,0x0C3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",31,0x0C4000,0x0C7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",32,0x0C8000,0x0CBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",33,0x0CC000,0x0CFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",34,0x0D0000,0x0D3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",35,0x0D4000,0x0D7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",36,0x0D8000,0x0DBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",37,0x0DC000,0x0DFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",38,0x0E0000,0x0E3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",39,0x0E4000,0x0E7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",3A,0x0E8000,0x0EBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",3B,0x0EC000,0x0EFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",3C,0x0F0000,0x0F3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",3D,0x0F4000,0x0F7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",3E,0x0F8000,0x0FBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",3F,0x0FC000,0x0FFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
