file,bank,offset_start,offset_end,sha1,sha256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,0F,0x03C000,0x03FFFF,6d6e0d2d9cea98f512fa7022ce1646b233b9087d,fc90820f822f874e110ce790b13f79543b0371559fc44405cae46842f31ebb34
Pokemon - Version Bleue (France) (SGB Enhanced).gb,10,0x040000,0x043FFF,66784ad65ba4035ceea9ed5fed855300a100249c,b99889045485f0dc6601c2b0fd3b338cd56fb09a0d58c642513cb9455e147e84
Pokemon - Version Bleue (France) (SGB Enhanced).gb,11,0x044000,0x047FFF,0175b930b2ea70f3f6df17ba121f750ae26852ac,0828a9270a21b0c8b9816f33efc58192eb7d55d7d8edb299ca3044e5f58fd536
Pokemon - Version Bleue (France) (SGB Enhanced).gb,12,0x048000,0x04BFFF,01772856f45bfdf2d8f9ae5de528189ede223c67,501e6c5d35fc4bc5cbf0029d26eb7902d891b2c86f2ee9228abf7fbbdbb3066b
Pokemon - Version Bleue (France) (SGB Enhanced).gb,13,0x04C000,0x04FFFF,4799c8d241a06698507d60a631e2a31d0c6f9bae,6838224cfc9444fa2de26f5426a7cef23476ae9b2626d160144fdd0ff1c5565c
Pokemon - Version Bleue (France) (SGB Enhanced).gb,14,0x050000,0x053FFF,1b3b64ffa917dcc97c6599297c3d250ea3b08d69,0c7d0e4ead889ed4b1d856fbe511dc8258060a1ff0b12aceb77658003dbf1380
Pokemon - Version Bleue (France) (SGB Enhanced).gb,15,0x054000,0x057FFF,6012f59ccf99ec75aaac30281ad0e003f1100555,32412e90581137c20dbcad1720ecf0136b2d9aeb0b8e532240e1e2afb8ed0a74
Pokemon - Version Bleue (France) (SGB Enhanced).gb,16,0x058000,0x05BFFF,fabee9ab4c82b4b6173d91bba79f243542d96513,1b36bf074439cd729a8676f46bf431f742c7c223cbfea3d3f5655268bd2f2086
Pokemon - Version Bleue (France) (SGB Enhanced).gb,17,0x05C000,0x05FFFF,a93ab975e649205df3fbb397e35a14ff2fae9a38,5842ecb0a94a35ba4cde3ce8d207889eead4f05197049147a310119ad0fa8d19
Pokemon - Version Bleue (France) (SGB Enhanced).gb,18,0x060000,0x063FFF,ea6a3135878ea2b3cd47ec2477d867e3b69c948b,d00b33fef4d8aaec381cceb287a102c230d33081e4a62c52e3a8910ef784c830
Pokemon - Version Bleue (France) (SGB Enhanced).gb,19,0x064000,0x067FFF,992906511fa05f1179ac2dcf12dca8ec980f3a2a,71c935025b7d708bbe13bf62f3fcae75a259c52c8e31ded34604f6f16351b623
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1A,0x068000,0x06BFFF,866a709c34db4aceaba0ecb297438d4689b6be04,49dce13b1d453241a10f51da032ce44204c82364b8de273a118d94fae5e184ae
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1B,0x06C000,0x06FFFF,682b94550690d2e4c4103fe93753ed74ab38fc72,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1C,0x070000,0x073FFF,4e1ac59775ff3745236302b50701d546a9bc07d5,889eb3bb9f21712c02b85406a1fdba52198553a636009de25519a603f4069a7d
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1D,0x074000,0x077FFF,a7692d761cd0e748cca5e06bd34dc7bf20aa894d,bd16189e06f1b7da662ddb44c8dc036c7df05d6726ec80c3c85a16787d9e354a
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1E,0x078000,0x07BFFF,70636d7b211df8e1f9f1269f83aeb774749781a3,ba5a2d3d08bf6436d59076745f93cb0783f1b1e95a98d8f0146e97ccc887b9f7
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1F,0x07C000,0x07FFFF,be5f0b82176795895e2e6f7c2e8611fbb6d33cb8,f4d287d7783690dc88a83ee7b8fa51284e4f328702b4c88614d9e4482a416124
Pokemon - Version Bleue (France) (SGB Enhanced).gb,20,0x080000,0x083FFF,82194da47eef3dc2e804c376c4eb6569aa80fa33,29d5a2af140be2f80426eadccbebab9b11014de233fdd3857fbb820986ed9ab0
Pokemon - Version Bleue (France) (SGB Enhanced).gb,21,0x084000,0x087FFF,e1d00f780806bcb490fe9fda880c200214db0124,6f313243a0385381a3abadf86c9638a92a9ec7b0bdb78905dd5d4280439c23b8
Pokemon - Version Bleue (France) (SGB Enhanced).gb,22,0x088000,0x08BFFF,b4289bcfd814688e47e19cf60114793d109f74a9,f8ae2616580b7655e21e93e8a721d3673d5b009df245ea2d46050ac4ff9ee3dc
Pokemon - Version Bleue (France) (SGB Enhanced).gb,23,0x08C000,0x08FFFF,ed84e0cacb81ddd93630961e8c4e4e87a96d7970,dd011aa72b5c786e6e9a161c333acbade937c351eae58cad4fc7effbeb28f6f0
Pokemon - Version Bleue (France) (SGB Enhanced).gb,24,0x090000,0x093FFF,65b99a5d4b3c039eef55dcd6f76faaf20c8b97f5,0496f5dacc75e2603b8ca60f00b688bfc20de00cf7b5a7e842b4d4ed711a1882
Pokemon - Version Bleue (France) (SGB Enhanced).gb,25,0x094000,0x097FFF,56f9c294427745eec539678e8b89d23c515399b5,314836f603571809fad947896fb0df9678d3194b27389d379c7c1f40f6209be8
Pokemon - Version Bleue (France) (SGB Enhanced).gb,26,0x098000,0x09BFFF,15044936ee5292ed78c65362a5a8a1f27f2fa523,bc7ec87288d6d5fc21739bfcbcec88e45709b565e25aba220bcf3a83e6633266
Pokemon - Version Bleue (France) (SGB Enhanced).gb,27,0x09C000,0x09FFFF,92755c85e84a569d03a6b3348b42745b12f6b8d6,72e1511b8984f8baaf55cbdedd9bdce4934b86ebb7bcf17a941847551c1f1b87
Pokemon - Version Bleue (France) (SGB Enhanced).gb,28,0x0A0000,0x0A3FFF,79c263b04a51b0ce4c0f03d5f63965d7476ca3fd,bacbd8db18e292cf93e080c7e2876bbaddeddde2ea623cedce02ca1ac78ce2c5
Pokemon - Version Bleue (France) (SGB Enhanced).gb,29,0x0A4000,0x0A7FFF,482c024a208e3a8d9e4cf54776b8fe80b714f141,1200c6f41cb938e0e176361647047bc745aaac6d264ad5ddf143135ea5a940da
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2A,0x0A8000,0x0ABFFF,40c099b872a37d0def55fb1eab28055bf420b9e1,1ab7ed271c475ca301801c9869006a7eb970e935f09ad1a080b87ca023dc5fa1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2B,0x0AC000,0x0AFFFF,40bd97214f6afee533b9d29979a215dac0687f87,38ab160cb27d169aca6acf676e1f9ef67d47667e1a34766f9dc83891cb6ed435
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2C,0x0B0000,0x0B3FFF,5fb3d4fe8a67628c33a86adaaffbd64a2378d237,e412ca5a7751ee30a9d3c2f6b4529c4ada36f3018f489d26bea42854502e129c
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2D,0x0B4000,0x0B7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2E,0x0B8000,0x0BBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2F,0x0BC000,0x0BFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,30,0x0C0000,0x0C3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,31,0x0C4000,0x0C7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,32,0x0C8000,0x0CBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,33,0x0CC000,0x0CFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,34,0x0D0000,0x0D3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,35,0x0D4000,0x0D7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,36,0x0D8000,0x0DBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,37,0x0DC000,0x0DFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,38,0x0E0000,0x0E3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,39,0x0E4000,0x0E7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3A,0x0E8000,0x0EBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3B,0x0EC000,0x0EFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3C,0x0F0000,0x0F3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3D,0x0F4000,0x0F7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3E,0x0F8000,0x0FBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3F,0x0FC000,0x0FFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
