file,bank,offset_start,offset_end,sha1,sha256
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,10,0x040000,0x043FFF,9a5690d5d644d4b7bac665749d2f0b1cb2ae8749,c22d773160e0a294987951cf75bdb5ef7505b8f041e16fed872a34ef66f11ef7
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,11,0x044000,0x047FFF,6c589d675fcb3b03e211c6260fe7a78bb3e706e9,95913648190635dfac64d0602afb967015f0136df3856d75298fbe7be63fdc18
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,12,0x048000,0x04BFFF,ff9a68088f8649b88a66e48c3d08d234e33f62f6,3d114cafd97c61eb3afef0cd85bc5cf660980f583b2b2d6b4025254718ba8342
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,13,0x04C000,0x04FFFF,af89cd758dd741ea937d86334fcd43b93be29210,da509283870c53ebbdeb782c1d79707cc54eb69bf78ae07a718a2e73b1fecdee
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,14,0x050000,0x053FFF,3b5236d795ea7eab8ae071d7f567494c262da8c8,5913f4cd679af12469e6ec9691334d10c7bcad427c307dc1b2ed2a56ee1cc966
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,15,0x054000,0x057FFF,3bb0531992f733b08124257f0b8b93e7a37ae1a8,846cd488db0347194a397e2ba2397053056548aa4646d53376e74a8bf62f33f5
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,16,0x058000,0x05BFFF,879fc683ef7a916c1ab483d374974ddf99a3b1ef,72c92e9d5719e2875e44ebc4bcd5507b886034abc5f778b992b9ac87ea940475
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,17,0x05C000,0x05FFFF,f7602050d047cc1047f13cdc3674ca1b00f315e6,d6d390f9e1d045432b3a14c7fe33babca63a42f28188cbd9bf037e04ee89a910
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,18,0x060000,0x063FFF,52158744bc34ba52340d80a8e73cd8bbf4b9e0b0,daaf6e86fd311adad6eb6ce7fe0803f278cf89d5c882416bf1f0af7553a5df0d
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,19,0x064000,0x067FFF,8fbb2bb1aa3b27c23958bdd898a0c460a8cab9ff,e2811664af64bb023c97f2f17414b0a4edfbffaeed36c03ceed54844a8ad9e10
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,1A,0x068000,0x06BFFF,3619d0a56b9160b2ff0c7021f41a59e207bd1979,90580c9c93203c70d362c9b1c2dafa98e7937e2f34257092bb5d002ad14ebdf7
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,1B,0x06C000,0x06FFFF,682b94550690d2e4c4103fe93753ed74ab38fc72,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,1C,0x070000,0x073FFF,1cacbc73a93cfb7c3a3bf75498fb1ec73879faa6,c0236722503355025edf905f04f50c85db4cfcc79342035e581e64881216b6ff
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,1D,0x074000,0x077FFF,99f3e0ffd2db73a7e4f7177ad8993c438a89add3,f8595fa477882a0f98b475b367f22f821762bac041d2ed3f0e70f76a6898a86a
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,1E,0x078000,0x07BFFF,edf59ac262acb51911941e8aec3d003b019b402a,c8214fe7e04f820862fa30cee24265abd4c3e2efb58ff0f0609d12dc7677af7c
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,1F,0x07C000,0x07FFFF,57de79a8f970180a9591d22bfbf89069923e9e3b,4d3d1a4c62b254992eb92c8e0917f64b06b6a40109615f32611c41eea944195e
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,20,0x080000,0x083FFF,454d36e4265a95f5e8deeea5a112b1403d2bc4a5,d7cf96c2af8d0f3d74535b211857368373f3362d6a10312bd805b5c20424a2cf
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,21,0x084000,0x087FFF,5936c9b04d3bf372af7421f90993bee0e795fc3c,61c7535dbe674c183585ba6b3d43e9a266d2bfd80cf6dfc5f6d325314b6bf8ff
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,22,0x088000,0x08BFFF,bfd69463d3c7fbcbc4115829e9b5cc9d73c86af7,efb1937b38f5e68bb5e139e6ac237aa81d06f3c7c03ec6b56dbcf2d4f5d4d9e1
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,23,0x08C000,0x08FFFF,90e2fcc228fe88a6032d29bf9c426793cf7025a3,1dcd0e2a9af6196ab8cffa5cb5554b4af7928f817b8e5ef767780d847fa3f934
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,24,0x090000,0x093FFF,f8cb1bca47d2b380ed59c203c9dd93825fb737d1,f48c002a95e701bb754c43e696ce2a5fc0aca3a86aa4549f07b4d15335ffbb44
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,25,0x094000,0x097FFF,e992207ee0fb9cf49f18fefff2a4a2ee9a3f74eb,fdb9b0f94941c2e4897368fed13e64ac00ea3078713cd6345c806d76bb9ae73d
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,26,0x098000,0x09BFFF,92cd815779dd5665b4de6b0a86215caeec85317f,bb32c6dfb9f82f5c65d5ddd713ab394e1393b30a08470322730d45a02ec46613
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,27,0x09C000,0x09FFFF,c08490f6c39037989fb65a0dea3650593d147599,c53361a8255e3abf0d25b539248767427572d33134a60b4ecad0257eb7e0eb22
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,28,0x0A0000,0x0A3FFF,fc27300abf2b5ebcff1dedd587c9b86b1712c1c6,7952e302b261169d339aaa764d79233eb1f6bc0f7c6341357592e0743219ed48
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,29,0x0A4000,0x0A7FFF,9110b2bf2c2ed85950f2d12ce9a1aa7c7f6629b5,99a2c1fe748b1b224a9c53aa76f03f6524c4c79fd154bff2e8218ec825a2ce16
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,2A,0x0A8000,0x0ABFFF,77927e1373573c7a3c42297041e3831ba8ee23c0,c0ffabf761a02580f3c118591af449da2aa1f3c02f0919fcaf168d1b5ae0b3ef
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,2B,0x0AC000,0x0AFFFF,224192055130a93a91441238ae9743cb978e2072,c8ba68817e231ac820a9a8446d34183f715a24295c836b8367dc3f631f4787c4
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,2C,0x0B0000,0x0B3FFF,40e9f75c9fd1ccd90ca7dee64983b4b05f6bdb0b,8e01a22fdd016d23e300f599dba229dc46b393accbf1525887677ec121f29def
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,2D,0x0B4000,0x0B7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,2E,0x0B8000,0x0BBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,2F,0x0BC000,0x0BFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,30,0x0C0000,0x0C3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,31,0x0C4000,0x0C7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,32,0x0C8000,0x0CBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,33,0x0CC000,0x0CFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,34,0x0D0000,0x0D3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,35,0x0D4000,0x0D7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,36,0x0D8000,0x0DBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,37,0x0DC000,0x0DFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,38,0x0E0000,0x0E3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,39,0x0E4000,0x0E7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,3A,0x0E8000,0x0EBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,3B,0x0EC000,0x0EFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,3C,0x0F0000,0x0F3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,3D,0x0F4000,0x0F7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,3E,0x0F8000,0x0FBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Blaue Edition (Germany) (SGB Enhanced).gb,3F,0x0FC000,0x0FFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
