file,bank,offset_start,offset_end,sha1,sha256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,17,0x05C000,0x05FFFF,197005f7fa96950cfdf8c18e95848ab892d3a946,70b27317d5037d7025a436163a45a372ec081a0dbbbac954f25aa6b110480de8
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,18,0x060000,0x063FFF,debcd82b1c001021829eb10441aa1015c2a15fc0,9c0df664c683fe73e4da329addfe7f95211c64c6e5454473f748d03e68ef84ac
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,19,0x064000,0x067FFF,7877663186ab536a3a6ee080cd925df2e030bba6,7462d9bb4c546255ffd6e44ec0acb749377c7560883cf1c3d4d39e2725efdcd3
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1A,0x068000,0x06BFFF,89449748973054316edf7866a506f24036f5883c,65771f9f4f1f5d2187b948e37c1396ce116d5439a6f39059171686d823cd3bd8
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1B,0x06C000,0x06FFFF,682b94550690d2e4c4103fe93753ed74ab38fc72,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1C,0x070000,0x073FFF,8c3f265ba09de62a8637e9cc6f653741bd6dc8a0,45b0423500826150d47b4359f18d8797ee75e0fa55303cba67de8f3c6371f970
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1D,0x074000,0x077FFF,416be887c5a9ee0ad3ac70ed0536d7e3eb562f2b,d7d544703dad849d50a9b07f7277230d58e35a23ff5f8210a57be7d54129e18e
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1E,0x078000,0x07BFFF,1ca1b0b6cd83ecf657bd99e72436e85ba5a03e47,383756ad587c87bb0f44efbaa0950de27d294551934830015159c384cb3d3a84
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1F,0x07C000,0x07FFFF,a358404d08fca806687d9741308175689c364bd0,b564851e4545abe3b43818e8af5ee3870f91a6f1552e22cbcfaf86278ce7f6f1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,20,0x080000,0x083FFF,94e8874a1f4fcc423d152b74f6fd18992d143166,2c7792f08322445813f08431773d921c32ccbd333375239842fe99d8e446d23e
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,21,0x084000,0x087FFF,5bf86561479d469773c69be49f9c6449b494023d,6d0c28e7ecfb4263e19c1a56b20d0ffe8581aad0e7aeec22f6e1334c72e3ea2d
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,22,0x088000,0x08BFFF,0ef572ebb71f5be6a35ff96a40ceb33e4de49273,fabd2ac1d55bf8336eb6e46a4ee12b1575de1b1587a11a2784ced020c9c7b15e
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,23,0x08C000,0x08FFFF,e791f149e8d7b6e4fa30f3b58fcdbcb482a932de,4c742ec1c0c656fe6faa0cbaaa568876f883b9f67f76b09246a4cfaa3d227daf
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,24,0x090000,0x093FFF,7ca863e541b9209b8f9f7409449361933cedaeb8,7af17ff8ec9a8f5db913cbd9ce9e997526981170f687eb8326f7028ac51cfa97
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,25,0x094000,0x097FFF,7e6889b9a7687e946166b51f993dc717115e8b77,3712da6263b1c153af5278c396f89d3493949468bf7e35474b699a7390f06fbd
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,26,0x098000,0x09BFFF,108504088e4418b7db8b882679e4f01e72858984,4cac8ddb794bf714441157970fb8eb0deef8fb8783217d80a186a95aadad1958
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,27,0x09C000,0x09FFFF,d17da2d8f4e13628e0d127e984e96ce808e3b81f,c85f669411075d2b7eb76b73e3cad2a7c6f510e6af08a4b629e606e2fe7f9439
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,28,0x0A0000,0x0A3FFF,e8e8689975989c10ce99659ba96ad55bbe5a0905,12e3a9000a0da8404f7ffd0849e96e8169d9d5d93da44d36e1a83820bbcb6fa1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,29,0x0A4000,0x0A7FFF,9af0f598774f32cff8979e97413bfcbfc2b5b0b0,0a9181038f74123357781f5f7d5351010cc50398ec67ffe9bfedff191992a5d9
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2A,0x0A8000,0x0ABFFF,efbd7064b9da13be968d3506bc5d250a710af267,084d14bee0e0e176f63eeea45ea81d1612ada57dd43e3e030a917678a3cb624f
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2B,0x0AC000,0x0AFFFF,96d26b8c86757d4f0293f403740115521bf38c1d,7dda20a7416728e3bab159ecde1adfe7e87fb04117e4d782b33f87e51b603ee3
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2C,0x0B0000,0x0B3FFF,c850c7119ded1c49e68344d3d4e43f7b140cd573,27cdaf5e9ac6c6494fbcff9a5a66d51191e44cea0ebb995ce5a85b6ef5614a8a
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2D,0x0B4000,0x0B7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2E,0x0B8000,0x0BBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2F,0x0BC000,0x0BFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,30,0x0C0000,0x0C3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,31,0x0C4000,0x0C7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,32,0x0C8000,0x0CBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,33,0x0CC000,0x0CFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,34,0x0D0000,0x0D3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,35,0x0D4000,0x0D7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,36,0x0D8000,0x0DBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,37,0x0DC000,0x0DFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,38,0x0E0000,0x0E3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,39,0x0E4000,0x0E7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3A,0x0E8000,0x0EBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3B,0x0EC000,0x0EFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3C,0x0F0000,0x0F3FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3D,0x0F4000,0x0F7FFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3E,0x0F8000,0x0FBFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3F,0x0FC000,0x0FFFFF,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
